id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL189_L_1993_03_001_04_1_PF_06","1993-03-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1993, Ain - 01, circonscription n°04 : profession de foi de Dominique Aubert au tour 1","législatives","1","EL189","01","Ain","01 - Ain","4","https://ia804508.us.archive.org/9/items/EL189_L_1993_03_001_04_1_PF_06/EL189_L_1993_03_001_04_1_PF_06_000.jpg;https://ia804508.us.archive.org/9/items/EL189_L_1993_03_001_04_1_PF_06/EL189_L_1993_03_001_04_1_PF_06_001.jpg","https://ia804508.us.archive.org/9/items/EL189_L_1993_03_001_04_1_PF_06/EL189_L_1993_03_001_04_1_PF_06.pdf","https://ia804508.us.archive.org/9/items/EL189_L_1993_03_001_04_1_PF_06/EL189_L_1993_03_001_04_1_PF_06_djvu.txt","Aubert","Dominique","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non précisé","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","Isoardo","Christian","homme","non mentionné","non mentionné","non mentionné","machiniste","non mentionné","non mentionné","non précisé","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_002_01_1_PF_01","1993-03-21","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de NR NR au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia903401.us.archive.org/23/items/EL189_L_1993_03_002_01_1_PF_01/EL189_L_1993_03_002_01_1_PF_01_000.jpg;https://ia903401.us.archive.org/23/items/EL189_L_1993_03_002_01_1_PF_01/EL189_L_1993_03_002_01_1_PF_01_001.jpg","https://ia903401.us.archive.org/23/items/EL189_L_1993_03_002_01_1_PF_01/EL189_L_1993_03_002_01_1_PF_01.pdf","https://ia903401.us.archive.org/23/items/EL189_L_1993_03_002_01_1_PF_01/EL189_L_1993_03_002_01_1_PF_01_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non"
"EL189_L_1993_03_002_01_1_PF_02","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de Dominique Lacombe au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia903404.us.archive.org/34/items/EL189_L_1993_03_002_01_1_PF_02/EL189_L_1993_03_002_01_1_PF_02_000.jpg;https://ia903404.us.archive.org/34/items/EL189_L_1993_03_002_01_1_PF_02/EL189_L_1993_03_002_01_1_PF_02_001.jpg","https://ia903404.us.archive.org/34/items/EL189_L_1993_03_002_01_1_PF_02/EL189_L_1993_03_002_01_1_PF_02.pdf","https://ia903404.us.archive.org/34/items/EL189_L_1993_03_002_01_1_PF_02/EL189_L_1993_03_002_01_1_PF_02_djvu.txt","Lacombe","Dominique","femme","33","33","entre 30 et 39 ans","agent La Poste tri postal","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non","Duval","Michel","homme","42","42","entre 40 et 49 ans","agent EDF","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_002_01_1_PF_03","1993-03-21","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de René Dosière  au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia904503.us.archive.org/9/items/EL189_L_1993_03_002_01_1_PF_03/EL189_L_1993_03_002_01_1_PF_03_000.jpg;https://ia904503.us.archive.org/9/items/EL189_L_1993_03_002_01_1_PF_03/EL189_L_1993_03_002_01_1_PF_03_001.jpg","https://ia904503.us.archive.org/9/items/EL189_L_1993_03_002_01_1_PF_03/EL189_L_1993_03_002_01_1_PF_03.pdf","https://ia904503.us.archive.org/9/items/EL189_L_1993_03_002_01_1_PF_03/EL189_L_1993_03_002_01_1_PF_03_djvu.txt","Dosière","René","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député sortant","non mentionné","non mentionné","Parti socialiste","Alliance des Français pour le progrès","non","Charles","Daniel","homme","47","47","entre 40 et 49 ans","attaché commercial","maire","non mentionné","non mentionné","non mentionné","non mentionné","Alliance des Français pour le progrès","non"
"EL189_L_1993_03_002_01_1_PF_04","1993-03-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de Patrick Degembe au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia904505.us.archive.org/33/items/EL189_L_1993_03_002_01_1_PF_04/EL189_L_1993_03_002_01_1_PF_04_000.jpg;https://ia904505.us.archive.org/33/items/EL189_L_1993_03_002_01_1_PF_04/EL189_L_1993_03_002_01_1_PF_04_001.jpg","https://ia904505.us.archive.org/33/items/EL189_L_1993_03_002_01_1_PF_04/EL189_L_1993_03_002_01_1_PF_04.pdf","https://ia904505.us.archive.org/33/items/EL189_L_1993_03_002_01_1_PF_04/EL189_L_1993_03_002_01_1_PF_04_djvu.txt","Degembe","Patrick","homme","30","30","entre 30 et 39 ans","informaticien","non mentionné","non mentionné","local;socio-caritatif","non mentionné","Verts;Génération écologie","Entente des écologistes","non","Lagoutte","Anne","femme","34","34","entre 30 et 39 ans","institutrice","non mentionné","non mentionné","environnement","non mentionné","Verts;Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_002_01_1_PF_05","1993-03-21","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de Jean-Claude Lamant au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia804501.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_05/EL189_L_1993_03_002_01_1_PF_05_000.jpg;https://ia804501.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_05/EL189_L_1993_03_002_01_1_PF_05_001.jpg","https://ia804501.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_05/EL189_L_1993_03_002_01_1_PF_05.pdf","https://ia804501.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_05/EL189_L_1993_03_002_01_1_PF_05_djvu.txt","Lamant","Jean-Claude","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la France","non","Brazier","Charles","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la France","non"
"EL189_L_1993_03_002_01_1_PF_06","1993-03-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de Philippe Jarno au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia803406.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_06/EL189_L_1993_03_002_01_1_PF_06_000.jpg;https://ia803406.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_06/EL189_L_1993_03_002_01_1_PF_06_001.jpg","https://ia803406.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_06/EL189_L_1993_03_002_01_1_PF_06.pdf","https://ia803406.us.archive.org/15/items/EL189_L_1993_03_002_01_1_PF_06/EL189_L_1993_03_002_01_1_PF_06_djvu.txt","Jarno","Philippe","homme","36","36","entre 30 et 39 ans","enseignant","non mentionné","non mentionné","non mentionné","non mentionné","Centre national des indépendants et paysans","non mentionné","non","Desreumaux","Daniel","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Centre national des indépendants et paysans","non mentionné","non"
"EL189_L_1993_03_002_01_1_PF_07","1993-03-21","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de Michel Saleck au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia903402.us.archive.org/13/items/EL189_L_1993_03_002_01_1_PF_07/EL189_L_1993_03_002_01_1_PF_07_000.jpg;https://ia903402.us.archive.org/13/items/EL189_L_1993_03_002_01_1_PF_07/EL189_L_1993_03_002_01_1_PF_07_001.jpg","https://ia903402.us.archive.org/13/items/EL189_L_1993_03_002_01_1_PF_07/EL189_L_1993_03_002_01_1_PF_07.pdf","https://ia903402.us.archive.org/13/items/EL189_L_1993_03_002_01_1_PF_07/EL189_L_1993_03_002_01_1_PF_07_djvu.txt","Saleck","Michel","homme","53","53","entre 50 et 59 ans","professeur","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non","Hutin","Marc","homme","26","26","entre 20 et 29 ans","ouvrier spécialisé","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non"
"EL189_L_1993_03_002_01_1_PF_08","1993-03-21","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°01 : profession de foi de NR NR au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","1","https://ia904507.us.archive.org/29/items/EL189_L_1993_03_002_01_1_PF_08/EL189_L_1993_03_002_01_1_PF_08_000.jpg;https://ia904507.us.archive.org/29/items/EL189_L_1993_03_002_01_1_PF_08/EL189_L_1993_03_002_01_1_PF_08_001.jpg","https://ia904507.us.archive.org/29/items/EL189_L_1993_03_002_01_1_PF_08/EL189_L_1993_03_002_01_1_PF_08.pdf","https://ia904507.us.archive.org/29/items/EL189_L_1993_03_002_01_1_PF_08/EL189_L_1993_03_002_01_1_PF_08_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_002_02_1_PF_01","1993-03-21","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°02 : profession de foi de NR NR au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","2","https://ia804500.us.archive.org/5/items/EL189_L_1993_03_002_02_1_PF_01/EL189_L_1993_03_002_02_1_PF_01_000.jpg;https://ia804500.us.archive.org/5/items/EL189_L_1993_03_002_02_1_PF_01/EL189_L_1993_03_002_02_1_PF_01_001.jpg","https://ia804500.us.archive.org/5/items/EL189_L_1993_03_002_02_1_PF_01/EL189_L_1993_03_002_02_1_PF_01.pdf","https://ia804500.us.archive.org/5/items/EL189_L_1993_03_002_02_1_PF_01/EL189_L_1993_03_002_02_1_PF_01_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Lutte ouvrière","non mentionné","non"
"EL189_L_1993_03_002_02_1_PF_02","1993-03-21","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°02 : profession de foi de NR NR au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","2","https://ia804509.us.archive.org/19/items/EL189_L_1993_03_002_02_1_PF_02/EL189_L_1993_03_002_02_1_PF_02_000.jpg;https://ia804509.us.archive.org/19/items/EL189_L_1993_03_002_02_1_PF_02/EL189_L_1993_03_002_02_1_PF_02_001.jpg","https://ia804509.us.archive.org/19/items/EL189_L_1993_03_002_02_1_PF_02/EL189_L_1993_03_002_02_1_PF_02.pdf","https://ia804509.us.archive.org/19/items/EL189_L_1993_03_002_02_1_PF_02/EL189_L_1993_03_002_02_1_PF_02_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Parti des travailleurs","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Parti des travailleurs","non mentionné","non"
"EL189_L_1993_03_002_02_1_PF_03","1993-03-21","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1993, Aisne - 02, circonscription n°02 : profession de foi de Daniel Le Meur au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","2","https://ia803406.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_03/EL189_L_1993_03_002_02_1_PF_03_000.jpg;https://ia803406.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_03/EL189_L_1993_03_002_02_1_PF_03_001.jpg","https://ia803406.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_03/EL189_L_1993_03_002_02_1_PF_03.pdf","https://ia803406.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_03/EL189_L_1993_03_002_02_1_PF_03_djvu.txt","Le Meur","Daniel","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","député sortant","non mentionné","non mentionné","non mentionné","non mentionné","non","Froment","Raymond","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL189_L_1993_03_002_02_1_PF_04","1993-03-21","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1993, Aisne - 02, circonscription n°02 : profession de foi de Yves Mennesson au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","2","https://ia804503.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_04/EL189_L_1993_03_002_02_1_PF_04_000.jpg;https://ia804503.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_04/EL189_L_1993_03_002_02_1_PF_04_001.jpg","https://ia804503.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_04/EL189_L_1993_03_002_02_1_PF_04.pdf","https://ia804503.us.archive.org/24/items/EL189_L_1993_03_002_02_1_PF_04/EL189_L_1993_03_002_02_1_PF_04_djvu.txt","Mennesson","Yves","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire-adjoint","non mentionné","politique","non mentionné","Parti socialiste","non mentionné","non","Gladieux","Guy","homme","non mentionné","non mentionné","non mentionné","agent technique","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL189_L_1993_03_002_02_1_PF_05","1993-03-21","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1993, Aisne - 02, circonscription n°02 : profession de foi de Denis Lefèvre au tour 1","législatives","1","EL189","02","Aisne","02 - Aisne","2","https://ia803402.us.archive.org/29/items/EL189_L_1993_03_002_02_1_PF_05/EL189_L_1993_03_002_02_1_PF_05_000.jpg;https://ia803402.us.archive.org/29/items/EL189_L_1993_03_002_02_1_PF_05/EL189_L_1993_03_002_02_1_PF_05_001.jpg","https://ia803402.us.archive.org/29/items/EL189_L_1993_03_002_02_1_PF_05/EL189_L_1993_03_002_02_1_PF_05.pdf","https://ia803402.us.archive.org/29/items/EL189_L_1993_03_002_02_1_PF_05/EL189_L_1993_03_002_02_1_PF_05_djvu.txt","Lefèvre","Denis","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Mouvement des radicaux de gauche","Energie radicale","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
